LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTETEACH_FY,SCH_FTETEACH_SY,SCH_TEACHERS_CURR_TOT,SCH_TEACHERS_PREV_TOT,SCH_FTETEACH_ABSENT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC
VA,VIRGINIA,5100810,CHESAPEAKE CITY PBLC SCHS,02765,Grassfield High,510081002765,No,128,127,1,2,2,128,118,60,7,1,5,1,0.35,0.22
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00053,Bailey Bridge Middle,510084000053,No,87.5,87.5,0,3,3,100,98,46,3.6,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00056,Manchester High,510084000056,No,149.54,146.54,3,1,6,147,153,62,6,1,1,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00314,A.M. Davis Elementary,510084000314,No,50.33,50.33,0,3,1,51,52,29,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00315,Bellwood Elementary,510084000315,No,49.33,49.33,0,6,5,45,43,21,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00316,Bensley Elementary,510084000316,No,66.5,66.5,0,0,4,55,59,26,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00317,Beulah Elementary,510084000317,No,52.5,52.5,0,4,2,53,49,27,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00318,Bon Air Elementary,510084000318,No,44.83,44.83,0,2,1,43,43,17,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00319,C.C. Wells Elementary,510084000319,No,41.5,41.5,0,0,0,45,41,23,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00320,C.E. Curtis Elementary,510084000320,No,47.83,46.83,1,2,1,53,46,26,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00321,Carver Middle,510084000321,No,77.37,76.37,1,1.4,3,68,74,44,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00324,Clover Hill High,510084000324,No,124.8,123.8,1,2.6,5,116,122,65,5,1,1,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00325,Crestwood Elementary,510084000325,No,46,46,0,0,1,46,45,17,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00326,Enon Elementary,510084000326,No,39,38,1,0,2,37,38,19,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00327,Ettrick Elementary,510084000327,No,53,52,1,5,5,50,49,27,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00328,Falling Creek Elementary,510084000328,No,63.6,63.6,0,3,3,63,60,31,1.6,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00329,Falling Creek Middle,510084000329,No,102,98,4,7,4,103,98,57,3,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00330,Grange Hall Elementary,510084000330,No,52.61,52.61,0,2,1,48,48,31,2,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00331,Greenfield Elementary,510084000331,No,41,41,0,0,0,39,40,20,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00332,Harrowgate Elementary,510084000332,No,45,45,0,3,7,41,42,12,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00333,Hopkins Road Elementary,510084000333,No,52.09,52.09,0,1,1,55,49,20,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00334,J.A. Chalkley Elementary,510084000334,No,70.33,70.33,0,2,1,66,68,33,2,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00335,J.B. Watkins Elementary,510084000335,No,72.33,72.33,0,3,1,70,71,29,3,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00336,J.G. Hening Elementary,510084000336,No,66,66,0,5,4,64,62,27,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00337,Lloyd C. Bird High,510084000337,No,133.39,133.39,0,6,3,123,135,64,6,1,1,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00338,Manchester Middle,510084000338,No,100.23,99.23,1,4,5,82,104,50,4,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00339,Matoaca Elementary,510084000339,No,28,28,0,0,1,29,29,22,0,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00340,Matoaca High,510084000340,No,127.43,127.43,0,8,6.2,114,130,51,5,1,1,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00341,Matoaca Middle,510084000341,No,75.27,74.27,1,7,5,64,71,50,2.5,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00342,Meadowbrook High,510084000342,No,134.18,129.18,5,10,3,118,128,61,6,2,2,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00343,Midlothian Middle,510084000343,No,88.1,87.1,1,0,5.5,84,87,41,3,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00344,Providence Middle,510084000344,No,69,69,0,3,4,70,70,38,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00345,Reams Road Elementary,510084000345,No,48.42,48.42,0,1,3,44,47,32,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00346,Robious Elementary,510084000346,No,44,44,0,1,3,41,45,29,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00347,Robious Middle,510084000347,No,92,91,1,2,2,87,94,56,3,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00348,Salem Church Elementary,510084000348,No,47.2,47.2,0,2,4,45,44,22,1.2,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00349,Salem Church Middle,510084000349,No,76.8,75.8,1,2,2,68,76,33,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00350,Thomas Dale High,510084000350,No,161.97,160.97,1,6,5,155,161,70,7,2,2,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00462,Alberta Smith Elementary,510084000462,No,43,43,0,1,2,42,48,15,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00762,Bettie Weaver Elementary,510084000762,No,41.5,41.5,0,0,2,40,42,16,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,00766,James River High,510084000766,No,142.36,141.36,1,3,1,123,144,45,7,1,1,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,01086,Marguerite F. Christian Elementary,510084001086,No,45,44,1,1,4,50,47,29,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,01605,Carver College and Career Academy,510084001605,No,33.74,32.74,1,1,2,25,34,15,1,1,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,01833,Monacan High,510084001833,No,95.51,94.51,1,5,4,98,100,38,4,1,1,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,01834,Swift Creek Middle,510084001834,No,70.17,70.17,0,3,2,73,73,26,2,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,01835,W.W. Gordon Elementary,510084001835,No,39.6,39.6,0,0,4,38,38,20,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,01903,Spring Run Elementary,510084001903,No,59.05,56.05,3,0,1,55,61,24,2,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,01989,O.B. Gates Elementary,510084001989,No,61.55,61.55,0,2,2,64,63,29,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,01990,Swift Creek Elementary,510084001990,No,54,54,0,2,4,49,52,20,2,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02006,Midlothian High,510084002006,No,110.15,110.15,0,2.4,6,109,106,44,4,1,1,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02055,Clover Hill Elementary,510084002055,No,48,48,0,1,1,44,47,21,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02056,Providence Elementary,510084002056,No,48,48,0,3,2,45,48,30,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02097,Evergreen Elementary,510084002097,No,69.33,69.33,0,0,1,66,69,29,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02098,Jacobs Road Elementary,510084002098,No,56.33,56.33,0,3,2,52,54,27,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02099,Thelma Crenshaw Elementary,510084002099,No,45.33,45.33,0,0,4,46,46,20,1,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02176,Woolridge Elementary,510084002176,No,48.43,47.43,1,1,2,47,45,26,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02177,Ecoff Elementary,510084002177,No,51.86,51.86,0,1.2,0,46,50,22,1,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02661,Cosby High,510084002661,No,130.19,130.19,0,5,1,129,129,52,6.4,1,1,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02754,Tomahawk Creek Middle,510084002754,No,103.6,101.6,2,2,3,99,97,62,4,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02767,Elizabeth Davis Middle,510084002767,No,85.57,84.57,1,1,3,83,88,42,3,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02779,Elizabeth Scott Elementary,510084002779,No,77.5,77.5,0,2.6,3,69,69,24,2,0,0,0,1,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02780,Winterpock Elementary,510084002780,No,63.04,63.04,0,4,1,64,55,16,2,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,02983,Academy 360,510084002983,No,5,5,0,0,0,0,0,0,0,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,03040,CCPS Online,510084003040,No,17.23,17.23,0,0,0,8,13,2,0,0,0,0,0,0
VA,VIRGINIA,5100840,CHESTERFIELD CO PBLC SCHS,03041,Phoenix Center,510084003041,No,4.33,3.33,1,0,0,0,0,1,0,0,0,0,0,0
VA,VIRGINIA,5100870,CLARKE CO PBLC SCHS,00352,Boyce Elementary,510087000352,No,26.11,26.11,0,4,2,24,24,6,1,0,0,1,0.45,0.25
VA,VIRGINIA,5100870,CLARKE CO PBLC SCHS,00353,Johnson-Williams Middle,510087000353,No,40,40,0,1,5,45,35,13,1,0,0,1,0.45,0.25
VA,VIRGINIA,5100870,CLARKE CO PBLC SCHS,00354,D.G. Cooley Elementary,510087000354,No,42,42,0,2,1,42,42,9,1,0,0,1,0.45,0.25
VA,VIRGINIA,5100870,CLARKE CO PBLC SCHS,02100,Clarke County High,510087002100,No,60,60,0,2,5,60,48,20,2,2,0,1,0.45,0.25
VA,VIRGINIA,5100930,COLONIAL BEACH PBLC SCHS,01956,Colonial Beach Elementary,510093001956,No,25,25,0,1,1,25,23,1,1,1,0,0.5,0,0
VA,VIRGINIA,5100930,COLONIAL BEACH PBLC SCHS,01957,Colonial Beach High,510093001957,No,16,16,0,0,2,16,15,0,1,0,0,0.5,0,0
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,00361,Colonial Heights High,510096000361,No,87,87,0,6,5,87,87,40,4,1,0,1,1,1
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,00362,Colonial Heights Middle,510096000362,No,54,54,0,4,2,54,47,17,2,1,0,1,0,0
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,00364,Lakeview Elementary,510096000364,No,34,34,0,0,0,34,33,25,1,1,0,1,0,0
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,00365,North Elementary,510096000365,No,30,30,0,0,0,30,0,2,1,1,0,1,0,0
VA,VIRGINIA,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,00366,Tussing Elementary,510096000366,No,48,48,0,5,4,48,39,26,1,1,0,1,0,0
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,00367,Covington High,510099000367,No,30,28,2,2,1,30,27,3,2,0.8,0,0.8,0,0
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,00368,Edgemont Primary,510099000368,No,29,29,0,1,0,29,27,11,0,1,0,1,0,0
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,00369,Jeter-Watson Intermediate,510099000369,No,21,21,0,2,0,22,20,7,1,1,0,1.5,0,0
VA,VIRGINIA,5101020,CRAIG CO PBLC SCHS,00372,McCleary Elementary,510102000372,No,16.76,16.76,0,0,2,21,1,3,1,0.5,0,0.5,1,0
VA,VIRGINIA,5101020,CRAIG CO PBLC SCHS,02111,Craig County High,510102002111,No,31.5,31.5,0,2,1,33,30,3,1,1,0,0.5,0.5,0
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00374,A.G. Richardson Elementary,510105000374,No,41.5,41.5,0,0,1,42,40,9,1,1,0,1,0.5,0.16
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00376,Culpeper County High,510105000376,No,82.5,81.5,1,7,2,82,70,32,4,1,1,1,0.25,0.5
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00377,Culpeper Middle,510105000377,No,71,71,0,5,6,71,55,9,3,1,1,1,0.25,0.5
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00378,Farmington Elementary,510105000378,No,49.5,49.5,0,5,2,49,44,12,1,1,0,1,0.5,0.16
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00380,Pearl Sample Elementary,510105000380,No,48,47,1,2,3,48,41,15,1,1,0,1,0.5,0.16
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00382,Sycamore Park Elementary,510105000382,No,46.5,46.5,0,3,7,46,42,12,2,1,0,1,0.5,0.16
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,01612,Emerald Hill Elementary,510105001612,No,51,51,0,2,2,51,43,11,1,1,0,1,0.5,0.16
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,01958,Floyd T. Binns Middle,510105001958,No,62,61,1,8,3,62,47,12,2,1,1,1,0.25,0.5
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,01959,Galbreath-Marshall Building,510105001959,No,1,1,0,0,0,1,1,0,0,0,0,0,0,0
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,02748,Yowell Elementary,510105002748,No,51,51,0,4,3,50,46,9,1,1,0,1,0.5,0.16
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,02758,Eastern View High,510105002758,No,89.5,87.5,2,6,8,89,77,18,4,1,1,1,0.25,0.5
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,00057,Cumberland High,510108000057,No,33.5,33.5,0,3,2,33,71,11,1,1,0,0.5,0.33,0
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,00058,Cumberland Middle,510108000058,No,28,27,1,7,2,28,37,6,1,1,0,0.5,0.33,0
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,00383,Cumberland Elementary,510108000383,No,44,43,1,3,1,44,88,18,1,1,0,1,0.34,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00268,Schoolfield Elementary,510111000268,No,33,25,8,7,0,36,29,8,1,0,0,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00388,Forest Hills Elementary,510111000388,No,15,14,1,2,0,16,11,3,0,0,0,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00389,G.L.H. Johnson Elementary,510111000389,No,26,25,1,2,2,35,26,12,0,0,0,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00390,George Washington High,510111000390,No,81.67,69.67,12,5,5,94,77,33,4,0,6,2,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00391,Grove Park Preschool,510111000391,No,12,12,0,0,0,13,12,5,0,0,0,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00394,O. Trent Bonner Middle,510111000394,No,38,31,7,2,3,47,28,12,2,0,2,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00395,Park Avenue Elementary,510111000395,No,24,21,3,1,2,28,19,10,1,0,0,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00398,Woodberry Hills Elementary,510111000398,No,19,18,1,1,3,27,22,7,1,0,0,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,01233,Westwood Middle,510111001233,No,33.33,30.33,3,3,2,42,31,15,2,0,2,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,02261,Galileo Magnet High,510111002261,No,20,17,3,1,2,22,18,5,1,0,1,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,02872,The Northside Preschool,510111002872,No,8,8,0,0,0,9,8,5,0,0,0,1,0.23,0
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,02960,Edwin A. Gibson Elementary,510111002960,No,29,24,5,5,2,36,26,10,1,0,0,1,0.23,0
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,00401,Clintwood Elementary,510114000401,No,33,33,0,2,1,33,29,17,1,1,0,1,0,0
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,00404,Ervinton Elementary,510114000404,No,9.5,9.5,0,1,2,14,14,2,1,1,0,1,0,0
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,00408,Sandlick Elementary,510114000408,No,25,25,0,1,0,35,35,2,1,0.5,0,1,0.2,0
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,02981,Ridgeview High School,510114002981,No,48,48,0,0,0,48,46,1,2,1,0,1,0,0
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,02982,Ridgeview Middle School,510114002982,No,36,36,0,1,2,36,36,7,1,1,0,1,0,0
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00409,Dinwiddie County Middle,510117000409,No,67,60,7,5,3,67,57,3,3,1,0,1,0.6,0.6
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00410,Dinwiddie County High,510117000410,No,85,75,10,4,3,85,70,3,5,1,0,1,0.6,0.6
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00411,Dinwiddie Elementary,510117000411,No,28,26,2,0,0,28,24,1,1,0,0,1,0.4,0.4
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00414,Midway Elementary,510117000414,No,26,23,3,2,1,26,22,1,1,1,0,1,0.3,0.3
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00416,Sutherland Elementary,510117000416,No,40,38,2,0,2,40,34,1,1,1,0,1,0.4,0.4
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00417,Southside Elementary,510117000417,No,37,35,2,2,2,37,32,1,1,0,0,1,0.4,0.4
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00418,Sunnyside Elementary,510117000418,No,22,22,0,0,0,22,20,1,1,0,0,1,0.3,0.3
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,00419,Essex High,510120000419,No,47,43,4,10,10,43,40,27,2,1,0,1,0,0
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,00420,Essex Intermediate,510120000420,No,40,40,0,2,5,34,42,10,1,1,0,1,0,0
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,00421,Tappahannock Elementary,510120000421,No,40,38,2,0,5,37,43,6,1,0,0,1,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00059,Chantilly High,510126000059,No,202.67,198.67,4,12,7.33,208,182,67,14,1,5,0.33,3,3
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00061,Belvedere Elementary,510126000061,No,54.5,54.1,0.4,2.4,1,57,45,17.5,1.5,0,0,0.33,0.5,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00073,Bren Mar Park Elementary,510126000073,No,45.6,43.9,1.7,4.5,2,47,33,10,1,0,0,0.33,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00086,Stone Middle,510126000086,No,50.83,49.83,1,2,0,54,52,16.5,4,1,1,0.25,0,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00088,Waples Mill Elementary,510126000088,No,61,61,0,7,1.4,63,50,28.7,2,0,0,0.33,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00422,Fairfax County Adult High,510126000422,No,9,9,0,1,0,9,7,4,2,0,1,0,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00423,Annandale High,510126000423,No,157.82,151.82,6,12,7,165,138,42.67,10,1,4,0.33,2,1.5
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00424,Annandale Terrace Elementary,510126000424,No,56.8,52.8,4,11,5.6,58,24,20.2,1.5,0,0,0.33,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00426,Bailey's Elementary,510126000426,No,62.4,62.4,0,3,4,64,57,21.4,1.5,0,0,0.33,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00428,Beech Tree Elementary,510126000428,No,32.4,32.4,0,1,3,33,29,11.5,1,0,0,0.33,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00429,Belle View Elementary,510126000429,No,41.6,40.6,1,1,2,42,38,22.6,1.5,0,0,0.25,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00431,Braddock Elementary,510126000431,No,67.5,67.5,0,4,7.6,69,56,19.6,2,0,0,0.33,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00433,Brookfield Elementary,510126000433,No,61.8,61.8,0,2,3,64,55,20.8,2,0,0,0.33,0.5,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00435,Bucknell Elementary,510126000435,No,29.6,28.6,1,1,0,30,24,8,1,0,0,0.25,0,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00438,Bush Hill Elementary,510126000438,No,38.4,33.4,5,6,3,41,29,7,1,0,0,0.25,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00439,Camelot Elementary,510126000439,No,47.2,43.2,4,2.2,6,48,39,17,1.5,0,0,0.25,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00440,Cameron Elementary,510126000440,No,40,39,1,6,2,40,23,12,1,0,0,0.25,0,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00441,Canterbury Woods Elementary,510126000441,No,52,51,1,3,3,54,47,18.4,1.5,0,0,0.33,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00442,Cardinal Forest Elementary,510126000442,No,45.2,42.2,3,2.9,4,47,35,21,1.5,0,0,0.5,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00448,Chesterbrook Elementary,510126000448,No,43.9,42.9,1,3.5,6,45,32,5.4,1.5,0,0,0.33,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00449,Churchill Road Elementary,510126000449,No,50,46,4,4,6,50,39,14,1.5,0,0,0.25,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00450,Clermont Elementary,510126000450,No,36,34,2,0,2,39,30,13,1.5,0,0,0.25,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00452,Columbia Elementary,510126000452,No,38,35,3,1,7.4,40,32,5.6,2,0,0,0.33,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00453,Cooper Middle,510126000453,No,54.33,53.33,1,5.5,7.67,58,43,13,4,1,1,0.25,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00454,Crestwood Elementary,510126000454,No,50.5,50.5,0,1,2,51,46,12,1.8,0,0,0.33,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00455,Cunningham Park Elementary,510126000455,No,38.1,38.1,0,3.2,3,41,25,6,1,0,0,0.25,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00458,Dogwood Elementary,510126000458,No,61,61,0,3,1,61,55,17,2,0,0,0.25,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00460,Hutchison Elementary,510126000460,No,79.1,79.1,0,3,1,81,69,17,2,0,0,0.25,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00461,Edison High,510126000461,No,154,150,4,7,5,160,137,37.17,9,1,4,0.25,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00463,Fairfax High,510126000463,No,151.33,149.33,2,8.67,2,157,138,51,12,1,4,0.33,2,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00464,Fairfax Villa Elementary,510126000464,No,49.2,49.2,0,4,0,51,38,12,1.5,0,0,0.2,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00466,Fairhill Elementary,510126000466,No,37.5,35.3,2.2,5,2,40,31,6.7,1.5,0,0,0.25,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00467,Fairview Elementary,510126000467,No,44.2,41.8,2.4,3,2,46,33,16.4,1.5,0,0,0.25,0.5,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00468,Falls Church High,510126000468,No,162.5,160.17,2.33,3.5,10,169,154,19,9,1,5,0.33,1,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00469,Flint Hill Elementary,510126000469,No,42.1,42.1,0,1.6,2.4,45,36,12.8,1.5,0,0,0.25,0,0.5
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00470,Floris Elementary,510126000470,No,50.2,48.2,2,1,5.5,52,47,21.2,1.5,0,0,0.25,0,0
